"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2039014,"June 18, 2021",Maryland,Baltimore,"3800 block of Derby Manor Dr",1,0,N/A
2039016,"June 18, 2021",Maryland,Suitland,"3300 block of Curtis Dr",1,0,N/A
2039082,"June 18, 2021",Oregon,"North Bend","1845 N Sherman Ave",1,0,N/A
2039334,"June 18, 2021",Florida,"North Port","Biscayne Blvd and Porto Chico Ave",1,0,N/A
2039241,"June 18, 2021",Texas,Houston,"14400 block of Longview St",1,0,N/A
2038810,"June 18, 2021",Illinois,Chicago,"5400 block of S Bishop St",1,2,N/A
2040096,"June 18, 2021",Iowa,Traer,"1846 K Ave",1,0,N/A
2039086,"June 18, 2021",Ohio,Akron,"183 Aqueduct St",1,1,N/A
2039133,"June 18, 2021","New Jersey","New Brunswick","Condict St and Easton Ave",1,1,N/A
2039113,"June 18, 2021","New Jersey",Newark,"225 Washington St",1,1,N/A
2042918,"June 18, 2021",Mississippi,Hattiesburg,"1500 Country Club Rd",1,0,N/A
2038142,"June 18, 2021","New Jersey","Atlantic City","Baltic Ave and N Maryland Ave",1,1,N/A
2040339,"June 18, 2021",Missouri,Warsaw,N/A,1,1,N/A
2039986,"June 18, 2021",Texas,Pharr,"E Freida St",1,1,N/A
2042003,"June 18, 2021","New York",Rochester,"Garden St and Clarissa St",1,0,N/A
2038711,"June 18, 2021",Tennessee,Memphis,"N Claybrook St and Jefferson Ave",1,0,N/A
2039007,"June 18, 2021",Maryland,Baltimore,"5500 block of Frederick Ave",1,0,N/A
2038937,"June 18, 2021","New York",Buffalo,"50 block of Hobart St",1,0,N/A
2038613,"June 18, 2021",Texas,Pasadena,"1202 Pasadena Blvd",1,0,N/A
2037993,"June 17, 2021",Louisiana,"Baton Rouge","2100 block of Cedardale Ave",1,0,N/A
2038942,"June 17, 2021","North Carolina",Shannon,"Morgan J Rd",1,0,N/A
2042580,"June 17, 2021",Michigan,Jackson,"200 block of E Robinson St",1,0,N/A
2038510,"June 17, 2021",California,"Walnut Creek","Ygnacio Valley Rd and N California Blvd",1,0,N/A
2037848,"June 17, 2021",Ohio,Cleveland,"9000 block of Holton Ave",1,0,N/A
2038887,"June 17, 2021",Pennsylvania,Philadelphia,"300 block of S 53rd St",1,0,N/A
2038873,"June 17, 2021",Georgia,Tifton,"I-75 and Southwell Blvd",1,0,N/A
2038431,"June 17, 2021",California,"Los Angeles","4801 York Blvd",1,1,N/A
2037817,"June 17, 2021",Florida,"Delray Beach","1220 Linton Blvd",1,0,N/A
2037963,"June 17, 2021",Ohio,Mansfield,"900 block of Ashland Rd",1,0,N/A
2038559,"June 17, 2021",California,"San Diego","2931 Camino Del Rio N",1,0,N/A
2037767,"June 17, 2021",Illinois,Chicago,"6200 block of S Evans Ave",1,1,N/A
2037752,"June 17, 2021",Illinois,Chicago,"7500 block of S Indiana Ave",1,0,N/A
2037783,"June 17, 2021",Illinois,Chicago,"50 block of W 109th St",1,0,N/A
2037998,"June 17, 2021",Mississippi,Jackson,"351 Ford Ave",1,0,N/A
2037662,"June 17, 2021",Texas,Lubbock,"9300 block of Elgin Ave",1,0,N/A
2037887,"June 17, 2021","North Carolina",Durham,"1600 block of Holloway St",2,2,N/A
2038033,"June 17, 2021",Louisiana,"Baton Rouge","Ford St and Mickens Rd",1,0,N/A
2037930,"June 17, 2021",Michigan,Detroit,"I-75 and E McNichols Rd",1,1,N/A
2037396,"June 17, 2021",Georgia,"Holly Springs","Hickory Rd and Harmony Lake Dr",1,0,N/A
2037463,"June 17, 2021","District of Columbia",Washington,"3100 block of Waclark Pl SE",1,0,N/A
2037657,"June 17, 2021",Texas,Houston,"9557 S Gessner Rd",1,0,N/A
2038206,"June 17, 2021",Texas,Houston,"6200 block of W Tidwell Rd",1,1,N/A
2049178,"June 17, 2021",Texas,Arlington,"2700 block of Majesty Dr",1,0,N/A
2037601,"June 17, 2021",Texas,Marshall,"500 block of Veterans Ave",1,0,N/A
2038595,"June 17, 2021",Texas,Kemp,"27000 block of W Oak Ridge Rd",1,0,N/A
2038589,"June 17, 2021",Indiana,Gary,"800 block of Maryland St",1,0,N/A
2037626,"June 17, 2021",Texas,Dallas,"2300 block of S Hampton Rd",1,0,N/A
2037534,"June 17, 2021",Maryland,Baltimore,"5200 block of Hillburn Ave",1,0,N/A
2037957,"June 17, 2021",Missouri,"Saint Louis","4800 block of Anderson Ave",1,1,N/A
2039366,"June 17, 2021",Florida,Gainesville,"925 SE 43rd St",1,0,N/A
2037980,"June 17, 2021",Indiana,Indianapolis,"8800 block of Garonne Ter",1,1,N/A
2038465,"June 17, 2021",Colorado,"Colorado Springs","2800 block of E Fountain Blvd",1,0,N/A
2037520,"June 17, 2021",Arizona,Surprise,"N 115th Ave and Bell Rd",1,4,N/A
2038361,"June 17, 2021",Oregon,Hillsboro,"SE 44th Ave",1,0,N/A
2038352,"June 17, 2021",Oregon,Portland,"NE 74th Ave and NE Glisan St",1,0,N/A
2038285,"June 17, 2021",Illinois,Chicago,"700 block of W 76th St",1,0,N/A
2037696,"June 17, 2021","New York",Rochester,"Genesee St and Sawyer St",1,0,N/A
2038272,"June 17, 2021",Texas,Garland,"305 River Fern Ave",1,0,N/A
2038269,"June 17, 2021","North Carolina",Ramseur,"5591 US-64 E",1,1,N/A
2037995,"June 17, 2021",Maine,Temple,"15 Forest Hill Rd",1,0,N/A
2038622,"June 17, 2021",Ohio,Cincinnati,"3056 Mathers St",1,3,N/A
2037554,"June 17, 2021",Kentucky,Lexington,"645 Winnie St",1,0,N/A
2037567,"June 17, 2021",Texas,Houston,"10570 Fuqua St",1,0,N/A
2038733,"June 17, 2021",Tennessee,Lyles,"Bates Trail",1,0,N/A
2038476,"June 17, 2021",Colorado,"Colorado Springs","3881 E Pikes Peak Ave",1,0,N/A
2038043,"June 17, 2021",Mississippi,Jackson,"2800 block of Newport St",1,0,N/A
2038911,"June 17, 2021","New York",Troy,"Rensselaer St and 9th St",1,0,N/A
2038104,"June 17, 2021",Arizona,Tucson,"1300 block of S Copias Way",1,0,N/A
2039995,"June 17, 2021",Pennsylvania,"Coraopolis (Moon Twp)","Springwater Ct",1,0,N/A
2037556,"June 17, 2021",Kentucky,Louisville,"1133 Bardstown Rd",1,0,N/A
2038071,"June 17, 2021",Pennsylvania,Philadelphia,"52nd St and Girard Ave",1,0,N/A
2037394,"June 17, 2021","New Mexico",Albuquerque,"6012 Iliff Rd NW",1,0,N/A
2038891,"June 17, 2021",Pennsylvania,Philadelphia,"4800 block of N Franklin St",1,2,N/A
2038347,"June 17, 2021",Maryland,Baltimore,"50 block of Schroeder St",1,0,N/A
2043731,"June 17, 2021",Washington,Marysville,"4900 block of 88th St NE",1,0,N/A
2038919,"June 17, 2021",Kentucky,Covington,"3000 block of Frazier St",1,0,N/A
2036873,"June 16, 2021",Missouri,"Kansas City (Raytown)","7700 block of Raytown Rd",1,0,N/A
2037410,"June 16, 2021",California,Oakland,"600 block of 23rd St",1,1,N/A
2037080,"June 16, 2021",Louisiana,"New Orleans","1300 block of France St",1,0,N/A
2037031,"June 16, 2021",Florida,Alford,"Stuckey Rd",1,0,N/A
2036959,"June 16, 2021",Florida,"Fort Lauderdale (Lauderhill)","NW 36th Ave and NW 4th St",1,0,N/A
2038849,"June 16, 2021",Virginia,Waynesboro,"2700 block of W Main St",1,0,N/A
2036702,"June 16, 2021",Nevada,Eureka,NV-278,1,1,N/A
2036414,"June 16, 2021",Michigan,"Harrison Township","39111 Prentiss St",1,0,N/A
2036784,"June 16, 2021",Michigan,Lansing,"2900 block of E Jolly Rd",1,0,N/A
2036904,"June 16, 2021",Nebraska,Omaha,"Ames Ave and N 39th St",1,2,N/A
2036814,"June 16, 2021",Georgia,Macon,"2560 Rocky Creek Rd",1,1,N/A
2036604,"June 16, 2021",Texas,"Fort Worth (White Settlement)","Colton Dr and S Grants Ln",1,0,N/A
2045090,"June 16, 2021","North Carolina","New Hill","3300 block of Christian Chapel Church Rd",1,0,N/A
2036840,"June 16, 2021","New York",Rochester,"595 Jefferson Ave",1,0,N/A
2037652,"June 16, 2021",Virginia,Barboursville,"Hamm Farm Rd",1,0,N/A
2037035,"June 16, 2021",Virginia,Vesuvius,"Pedlar River Rd",1,0,N/A
2037060,"June 16, 2021",Minnesota,Minneapolis,"1700 E Lake St",1,0,N/A
2037685,"June 16, 2021",Michigan,"Ann Arbor","4641 Washtenaw Ave",1,0,N/A
2036766,"June 16, 2021",Georgia,Atlanta,"320 Fairburn Rd SW",1,0,N/A
2036420,"June 16, 2021",Michigan,Taylor,"6400 block of Cornell St",1,0,N/A
2036758,"June 16, 2021",Georgia,Atlanta,"1739 Martin Luther King Jr Dr NW",1,0,N/A
2037667,"June 16, 2021",Texas,Houston,"6400 Dumble St",1,0,N/A
2038664,"June 16, 2021",Texas,Post,N/A,1,0,N/A
2037615,"June 16, 2021",Alabama,Fairfield,"Gary Ave and 49th Ave",1,0,N/A
2037613,"June 16, 2021",Indiana,Gary,"2700 block of W 5th Ave",1,0,N/A
2037926,"June 16, 2021",Florida,"Defuniak Springs","N 6th St",1,0,N/A
2036696,"June 16, 2021",Texas,Pearsall,"S Oak St and E San Marcos St",1,2,N/A
2037071,"June 16, 2021",Michigan,Detroit,"Outer Dr E and Mound Rd",1,1,N/A
2037576,"June 16, 2021",Texas,Houston,"13000 block of Sunstream Ct",1,0,N/A
2037560,"June 16, 2021",Texas,Alvin,"19629 E Hwy 6",1,0,N/A
2042407,"June 16, 2021",California,"Nevada City","Bodie Ridge Rd",1,0,N/A
2036635,"June 16, 2021",Maryland,Baltimore,"2100 block of West Lexington St",1,5,N/A
2037515,"June 16, 2021",Maryland,"Hyattsville (Landover)","3300 block of 75th Ave",1,0,N/A
2037495,"June 16, 2021","New York",Brooklyn,"120 Menahan St",1,0,N/A
2037491,"June 16, 2021","New York",Brooklyn,"2295 West 11th St",1,0,N/A
2037427,"June 16, 2021",Indiana,Gary,"4300 block of W 24th Ave",1,0,N/A
2037420,"June 16, 2021",California,Merced,"988 D St",1,0,N/A
2037750,"June 16, 2021",Michigan,Flint,"1803 Ridgecliffe Dr",1,0,N/A
2037405,"June 16, 2021",California,Oakland,"1200 block of Peralta St",1,0,N/A
2037386,"June 16, 2021",Nevada,"Las Vegas","7255 W Sunset Rd",2,0,N/A
2037015,"June 16, 2021",Wisconsin,Milwaukee,"3132 N 47th St",1,0,N/A
2036424,"June 16, 2021",Texas,Beaumont,"4400 block of Magnolia St",1,0,N/A
2037361,"June 16, 2021",California,"Huntington Park","6300 block of Pacific Blvd",1,0,N/A
2037354,"June 16, 2021",California,"Los Angeles","1000 block of 17th St",1,2,N/A
2037009,"June 16, 2021",California,"Los Angeles","1900 block of W 3rd St",1,0,N/A
2036953,"June 16, 2021","New Mexico",Albuquerque,"6400 block of Western Trail NW",1,0,N/A
2036934,"June 16, 2021",Indiana,Indianapolis,"1500 block of Barrington Ave",1,0,N/A
2036921,"June 16, 2021",Florida,"Saint Augustine","676 Christopher St",1,0,N/A
2037273,"June 16, 2021",Oregon,Beaverton,"SW Alger Ave and SW 14th St",1,0,N/A
2037569,"June 16, 2021",Arkansas,Waldo,"Center St",1,0,N/A
2038138,"June 16, 2021",Mississippi,Greenwood,"Thurman Dr",1,0,N/A
2038171,"June 16, 2021","New Jersey",Leonia,"96 E Lakeview Ave",1,0,N/A
2037588,"June 16, 2021",Louisiana,"New Orleans","1600 block of Elysian Fields Ave",1,0,N/A
2037166,"June 16, 2021","North Carolina","Bessemer City","100 block of Sunset Ln",1,0,N/A
2037226,"June 16, 2021","North Carolina",Whitsett,"700 block of Nellie Gray Pl",1,0,N/A
2038121,"June 16, 2021","New Mexico",Deming,"NM-11 and Monte Vista Rd SW",1,0,N/A
2037337,"June 16, 2021","New York",Bronx,"E 194th St and Marion Ave",1,1,N/A
2037085,"June 16, 2021",Pennsylvania,Pittsburgh,"3122 Chartiers Ave",1,1,N/A
2038058,"June 16, 2021",Alabama,Daphne,"24736 Friendship Rd",1,0,N/A
2037536,"June 16, 2021",Maryland,Baltimore,"1000 block of Granby St",1,0,N/A
2036314,"June 16, 2021",Maryland,Baltimore,"5200 block of Bel Air Rd",1,1,N/A
2043711,"June 16, 2021",Alabama,Montgomery,"8800 block of Woodley Rd",1,0,N/A
2038036,"June 16, 2021",Nebraska,Omaha,"E Park Rd and N Main St",1,0,N/A
2038022,"June 16, 2021",Arkansas,Harrison,"N Spring Rd",1,0,N/A
2037650,"June 16, 2021",Texas,Austin,"9036 N Lamar Blvd",1,0,N/A
2039866,"June 16, 2021",Missouri,"Saint Louis (Berkeley)","8400 block of Larry Ln",1,1,N/A
2035870,"June 15, 2021",Louisiana,"New Orleans","3600 block of N Miro St",1,0,N/A
2035997,"June 15, 2021",Florida,"Miami Gardens","15400 block of NW 15th Ave",1,0,N/A
2036961,"June 15, 2021",Ohio,Columbus,"3115 Hamilton Ave",1,1,N/A
2035713,"June 15, 2021",Tennessee,Westmoreland,"800 block of W Stinson Rd",1,1,N/A
2037038,"June 15, 2021",California,Menifee,I-215,1,0,N/A
2037917,"June 15, 2021",Ohio,Harrison,"391 Comfort Dr",1,0,N/A
2037001,"June 15, 2021",California,"Los Angeles","200 block of E 102nd St",1,1,N/A
2036320,"June 15, 2021",Connecticut,"New Haven","460 Columbus Ave",1,0,N/A
2036919,"June 15, 2021",Indiana,Indianapolis,"9800 block of Ellis Dr",1,0,N/A
2035874,"June 15, 2021",Missouri,"Kansas City","3600 block of Olive St",1,2,N/A
2035964,"June 15, 2021",Florida,Jacksonville,"10300 block of Allene Rd",1,0,N/A
2035858,"June 15, 2021","North Carolina",Statesville,"Williams Rd",1,0,N/A
2035854,"June 15, 2021","North Carolina",Charlotte,"Waterwood Ln",1,0,N/A
2036875,"June 15, 2021",Florida,Molino,"5500 block of Cedartown Rd",1,0,N/A
2047514,"June 15, 2021",Georgia,Marietta,"1100 block of Massachusetts Ave",1,0,N/A
2036096,"June 15, 2021",Tennessee,Centerville,"1300 block of TN-100",1,1,N/A
2035278,"June 15, 2021",Virginia,Hampton,"1568 N King St",1,1,N/A
2037688,"June 15, 2021",California,Stockton,"23 Gateway Court",1,0,N/A
2035746,"June 15, 2021",Virginia,Richmond,"2300 block of Bethel St",1,0,N/A
2036751,"June 15, 2021",Georgia,Americas,"Brinson St",1,0,N/A
2037633,"June 15, 2021",Georgia,Atlanta,"2100 block of Eastland Rd",1,0,N/A
2036624,"June 15, 2021",Alaska,Fairbanks,"200 block of Cushman St",2,0,N/A
2038561,"June 15, 2021",Maryland,Baltimore,"1300 block of Ensor St",1,0,N/A
2036585,"June 15, 2021",Illinois,Chicago,"3800 block of W Flournoy St",1,0,N/A
2035884,"June 15, 2021",California,Merced,CA-99,1,0,N/A
2036990,"June 15, 2021",Indiana,Wolcott,"402 W Anderson St",1,1,N/A
2036149,"June 15, 2021",Illinois,Chicago,"5200 block of S Artesian Ave",1,1,N/A
2035566,"June 15, 2021",Illinois,Chicago,"1100 block of N Lake Shore Dr",1,1,N/A
2035368,"June 15, 2021",Texas,Spring,"23770 Springwoods Village Pkwy",2,0,N/A
2037005,"June 15, 2021",California,"La Puente","Amar Rd and Del Valle Ave",1,0,N/A
2036717,"June 15, 2021","Rhode Island","West Warwick","River Farms Dr",1,1,N/A
2041129,"June 15, 2021",Texas,Houston,"13600 block of Sunstream Ct",1,0,N/A
2036579,"June 15, 2021",Illinois,Chicago,"4500 block of S Wabash Ave",1,0,N/A
2037254,"June 15, 2021","South Carolina",Columbia,"Blue Bill Ct",1,0,N/A
2037276,"June 15, 2021",Washington,"Seattle (Burien)","SW 128th St and 4th Ave SW",1,0,N/A
2037270,"June 15, 2021",Washington,"Battle Ground","25500 block of NE Alder Falls Rd",1,0,N/A
2036270,"June 15, 2021",Pennsylvania,Philadelphia,"2700 block of  W Huntingdon St",2,0,N/A
2044646,"June 15, 2021",Mississippi,Aberdeen,"400 block of S Hickory St",1,0,N/A
2035313,"June 15, 2021",Alabama,Albertville,"956 Industrial Blvd",3,2,N/A
2037206,"June 15, 2021","North Carolina",Waynesville,"Railroad St and Scates St",1,0,N/A
2035804,"June 15, 2021",Iowa,"Cedar Rapids","4414 Oak Leaf Ct NE",3,1,N/A
2035452,"June 15, 2021",Illinois,Chicago,"6221 S Morgan St",5,3,N/A
2036307,"June 15, 2021",Maryland,Baltimore,"1600 block of Moreland Ave",1,1,N/A
2037136,"June 15, 2021",Virginia,Onley,"25220 Lankford Hwy",1,0,N/A
2036711,"June 15, 2021",Texas,"Honey Grove","800 block of Hickory St",1,1,N/A
2035856,"June 15, 2021",Mississippi,Jackson,"3630 W Northside Dr",1,0,N/A
2036023,"June 14, 2021",Illinois,Chicago,"5200 block of S Lowe Ave",1,2,N/A
2035916,"June 14, 2021","North Carolina",Raleigh,"3416 Poole Rd",1,0,N/A
2035095,"June 14, 2021",Illinois,Chicago,"5105 W Fulton St",1,0,N/A
2035060,"June 14, 2021",Illinois,Chicago,"200 block of N Leclaire Ave",1,0,N/A
2035045,"June 14, 2021",Illinois,Chicago,"11000 block of S Wentworth Ave",1,0,N/A
2034443,"June 14, 2021","South Carolina",Cayce,"Groover Cir",1,0,N/A
2034187,"June 14, 2021",Missouri,"Saint Louis","O'Fallon St and Lewis St",1,1,N/A
2035011,"June 14, 2021",Ohio,Cincinnati,"1500 block of Goose Alley",1,0,N/A
2035913,"June 14, 2021",Ohio,Cleveland,"5100 block of Dolloff Rd",1,0,N/A
2036173,"June 14, 2021",Oklahoma,Tulsa,"N Garnett Rd and E Admiral Pl",1,0,N/A
2034825,"June 14, 2021",Mississippi,Vicksburg,"Waltersville Rd and Old Mill Rd",1,0,N/A
2035903,"June 14, 2021","North Carolina",Clemmons,"Curraghmore Rd",1,0,N/A
2034382,"June 14, 2021",Kansas,"Kansas City","N 31st St and Kimball Ave",1,0,N/A
2035839,"June 14, 2021","South Carolina",Florence,"Keith Cir",1,0,N/A
2035825,"June 14, 2021","South Carolina",Spartanburg,"Zimmerman Rd",1,0,N/A
2035805,"June 14, 2021","South Carolina",Abbeville,N/A,1,0,N/A
2035555,"June 14, 2021",Texas,Houston,"4307 Beran Dr",1,0,N/A
2034747,"June 14, 2021",Virginia,Lynchburg,"2029 Fort Ave",1,0,N/A
2035733,"June 14, 2021",Georgia,Columbus,"3400 8th Ave",2,2,N/A
2034956,"June 14, 2021",Texas,Taylor,"4404 Pinehurst Dr",2,0,N/A
2038641,"June 14, 2021",Indiana,"New Albany","1 Vincennes St",1,0,N/A
2034676,"June 14, 2021",Michigan,Detroit,"17100 block of Patton St",1,0,N/A
2034548,"June 14, 2021",Georgia,Decatur,"2849 Candler Rd",1,3,N/A
2034578,"June 14, 2021",California,Stockton,"Grant St and Worth St",1,0,N/A
2035377,"June 14, 2021",Michigan,Hamtramck,"Yemans St and Buffalo St",1,2,N/A
2034975,"June 14, 2021",Arizona,Tucson,"N Country Club Rd and E Fort Lowell Rd",1,0,N/A
2034539,"June 14, 2021",Florida,"Saint Petersburg","5030 40th Avenue N",2,0,N/A
2035400,"June 14, 2021",Texas,Laredo,"13502 Regional Dr",1,0,N/A
2034470,"June 14, 2021",Florida,"Boynton Beach",I-95,1,3,N/A
2035503,"June 14, 2021",Ohio,"Cleveland (Parma)","5700 block of S Park Blvd",1,0,N/A
2037402,"June 14, 2021",Indiana,"Fort Wayne","Melita St and Hoagland Ave",1,0,N/A
2034591,"June 14, 2021",California,Oakland,"1800 block of E 12th St",1,0,N/A
2034954,"June 14, 2021",Pennsylvania,Philadelphia,"400 block of W Indiana Ave",1,0,N/A
2035406,"June 14, 2021",Texas,Livingston,"300 block of Stevens Ln",1,0,N/A
2034809,"June 14, 2021",Maryland,"Gwynn Oak (Woodlawn)","1104 Ingleside Ave",1,1,N/A
2034375,"June 14, 2021","New Mexico",Albuquerque,"2001 Candelaria Rd NE",1,0,N/A
2034804,"June 14, 2021",Maryland,"Great Mills","21905 Chancellors Run Rd",1,0,N/A
2034408,"June 14, 2021",Michigan,Lansing,"300 block of N Cedar St",2,2,N/A
2035894,"June 14, 2021",California,Calexico,"Paulin Ave and E 3rd St",1,0,N/A
2035349,"June 14, 2021",Connecticut,Bridgeport,"800 block of State St",1,0,N/A
2034843,"June 14, 2021",Arkansas,"Little Rock","3300 Block of W Roosevelt Rd",1,0,N/A
2036302,"June 14, 2021",Pennsylvania,Philadelphia,"2800 block of N 2nd St",1,0,N/A
2034406,"June 14, 2021",Massachusetts,Springfield,"494 Central St",1,0,N/A
2034719,"June 14, 2021","New Hampshire",Pittsfield,"40 Lyford Hill Rd",1,0,N/A
2034511,"June 14, 2021","New York",Brooklyn,"200 block of Morgan Ave",1,0,N/A
2034279,"June 14, 2021",Illinois,Chicago,"6500 block of S Perry Ave",1,0,N/A
2034969,"June 14, 2021",Alabama,"Birmingham (Ensley)","1500 block of 29th St",1,0,N/A
2036146,"June 14, 2021",Pennsylvania,Chester,"200 block of W 4th St",1,1,N/A
2037248,"June 14, 2021","North Carolina",Severn,"Mills St",1,0,N/A
2035233,"June 14, 2021",Tennessee,"Johnson City","607 Twin Oaks Dr",1,0,N/A
2037198,"June 14, 2021",California,"San Francisco","Willow St and Franklin St",1,0,N/A
2034692,"June 14, 2021",Wisconsin,Milwaukee,"4600 block of W Leon Terrace",1,2,N/A
2034812,"June 14, 2021",Maryland,Baltimore,"2401 Liberty Heights Ave",1,0,N/A
2034449,"June 14, 2021",Mississippi,Gulfport,"15155 Dedeaux Rd",1,0,N/A
2035989,"June 14, 2021",Pennsylvania,Pittsburgh,"1100 block of Creedmoor Ave",1,0,N/A
2036062,"June 14, 2021",Pennsylvania,Uniontown,"Crossland Ave",1,0,N/A
2034967,"June 14, 2021",Pennsylvania,Philadelphia,"1800 block of Allegheny Ave",1,0,N/A
2034963,"June 13, 2021",Pennsylvania,Philadelphia,"2400 block of W Norris St",1,0,N/A
2033905,"June 13, 2021",Ohio,"West Salem","9161 Rainbow Hwy",1,6,N/A
2033989,"June 13, 2021",California,Bakersfield,"Cottonwood Rd and E Brundage Ln",1,0,N/A
2034772,"June 13, 2021",Virginia,Chesapeake,"2000 block of Canning Pl",1,0,N/A
2033254,"June 13, 2021",Ohio,Akron,"800 block of Hazel St",1,0,N/A
2034010,"June 13, 2021",California,Parlier,"13000 block of 9th St",1,1,N/A
2034366,"June 13, 2021",Utah,"Salt Lake City","125 W 300 S",1,0,N/A
2034141,"June 13, 2021",Missouri,"Kansas City","4300 block of Linwood Blvd",1,0,N/A
2033979,"June 13, 2021",Colorado,Denver,"Yosemite St and E Colfax Ave",1,0,N/A
2034441,"June 13, 2021","South Carolina",Columbia,"1600 block of Longcreek Dr",1,0,N/A
2034201,"June 13, 2021",Illinois,Chicago,"1000 block of N Cicero Ave",1,0,N/A
2033801,"June 13, 2021",Tennessee,Memphis,"Millington Rd and Overton Crossing St",1,0,N/A
2034139,"June 13, 2021",Louisiana,Shreveport,"3000 block of Bibb St",1,0,N/A
2033605,"June 13, 2021",Kentucky,Louisville,"5200 block of Robinwood Rd",1,3,N/A
2034786,"June 13, 2021",Maryland,"Princess Anne","11000 block of Bratten Ave",1,0,N/A
2035697,"June 13, 2021",Illinois,Waukegan,"1600 block of 11th St",1,0,N/A
2035068,"June 13, 2021",Alabama,Enterprise,"200 Block of Brookshire Dr",1,0,N/A
2033332,"June 13, 2021",Ohio,Sandusky,"700 block of Erie St",1,0,N/A
2034120,"June 13, 2021",Texas,"El Paso (Horizon City)","300 block of Canyon Vista Dr",1,2,N/A
2034154,"June 13, 2021",Michigan,Lansing,"Linden Grove Ave and Lesher Pl",1,0,N/A
2034362,"June 13, 2021",Michigan,"Highland Park","Geneva Avenue and 2nd Avenue",1,2,N/A
2034643,"June 13, 2021",Texas,"Grand Prairie","2300 block of Dalworth St",1,0,N/A
2034093,"June 13, 2021",California,Lodi,"N Central Ave",1,0,N/A
2033969,"June 13, 2021",Texas,Houston,"9851 Meadowglen Ln",1,0,N/A
2033651,"June 13, 2021","North Carolina",Salisbury,"800 block of South Jackson St",1,2,N/A
2033630,"June 13, 2021",Michigan,Detroit,"19000 block of Helen St",1,0,N/A
2034542,"June 13, 2021",California,Parlier,"Gardenia Ave and Poppy Ave",1,0,N/A
2034134,"June 13, 2021",Oklahoma,Tulsa,"2600 block of S 85th E Ave",1,0,N/A
2034500,"June 13, 2021",California,Carson,"17800 block of S Main St",1,0,N/A
2045063,"June 13, 2021",Maryland,Baltimore,"400 block of E 23rd St",1,0,N/A
2033443,"June 13, 2021",Texas,Dallas,"1000 block of Wilbur St",1,0,N/A
2034401,"June 13, 2021",Texas,"San Antonio","4923 W Commerce St",1,0,N/A
2048960,"June 13, 2021",Texas,Arlington,"2100 block of Forest Hills Dr",1,0,N/A
2033402,"June 13, 2021",Georgia,Decatur,"3711 N Decatur Rd",1,0,N/A
2033386,"June 13, 2021",Georgia,Atlanta,"1668 Eastland Rd SE",1,0,N/A
2033981,"June 13, 2021",Texas,Humble,"15100 block of Winter Dawn Way",1,0,N/A
2034357,"June 13, 2021","South Carolina",Saluda,"300 Block of N Bouknight Ferry Rd",1,1,N/A
2034131,"June 13, 2021",Georgia,Acworth,"Dallas Acworth Hwy NW and N Shores Rd NW",1,1,N/A
2034281,"June 13, 2021",Georgia,Valdosta,"Whitewater Rd",1,1,N/A
2034190,"June 13, 2021",Wisconsin,Milwaukee,"1500 block of N 22nd St",1,0,N/A
2034174,"June 13, 2021",Virginia,"Stephens City","Gate Stone Ln",1,0,N/A
2034160,"June 13, 2021",Hawaii,Hilo,"Ikawa Pl and Vierra Ln",1,0,N/A
2038157,"June 13, 2021",Mississippi,Gloster,"329 Captain Gloster Dr",1,2,N/A
2033735,"June 13, 2021","West Virginia",Princeton,"2300 block of Maple Acres Rd",1,1,N/A
2035189,"June 13, 2021",Mississippi,"Water Valley","12 Patricia Dr",1,0,N/A
2033733,"June 13, 2021",Mississippi,Jackson,"Capitol St and Valley St",1,0,N/A
2034004,"June 13, 2021",Texas,"San Antonio","10631 TX-16",1,0,N/A
2033666,"June 13, 2021","North Carolina",Asheville,"253 Riverside Dr",1,1,N/A
2036106,"June 13, 2021",Alabama,Birmingham,"Ave V and Warrior Rd",1,1,N/A
2033776,"June 13, 2021",Kentucky,Louisville,"700 block of Denmark St",1,0,N/A
2035142,"June 13, 2021",Alabama,Selma,"2500 Montague St",1,0,N/A
2034099,"June 13, 2021",California,Sacramento,"5300 block of Auburn Blvd",1,0,N/A
2035125,"June 13, 2021",California,"Long Beach","20th St and Wesley Dr",1,1,N/A
2035115,"June 12, 2021",Alabama,"Union Springs","200 block of Pascal Ave",1,0,N/A
2033690,"June 12, 2021",Pennsylvania,Philadelphia,"3800 block of Aramingo Ave",1,0,N/A
2035089,"June 12, 2021",California,Barstow,"2300 block of East Main St",1,0,N/A
2032379,"June 12, 2021",Wisconsin,Milwaukee,"4720 N 37th St",1,0,N/A
2033152,"June 12, 2021",Alabama,Montgomery,"5100 block of Carmichael Rd",1,0,N/A
2033747,"June 12, 2021",Alabama,Mobile,"4300 block of Dawes Rd",1,1,N/A
2032968,"June 12, 2021",California,Vallejo,"Maine St",1,0,N/A
2034052,"June 12, 2021",California,Carson,"17800 block of S Main St",1,0,N/A
2034045,"June 12, 2021",California,"Los Angeles","6719 8th Ave",1,0,N/A
2034038,"June 12, 2021",Alabama,Tuskegee,"2900 block of Davidson St",1,1,N/A
2034898,"June 12, 2021",Ohio,Cincinnati,"8400 block of Dixie Ave",1,0,N/A
2033086,"June 12, 2021",Mississippi,Fulton,"4656 Dorsey Evergreen Road",2,0,N/A
2032718,"June 12, 2021","New York",Rochester,"Genesee St and Earl St",1,1,N/A
2033946,"June 12, 2021",Maryland,Baltimore,"2200 block of Reisterstown Rd",1,0,N/A
